Source,Project,ALMA_Band,min_freq_GHz,max_freq_GHz,SiO_transition,SiO_freq_GHz,ang_res_arcsec,MOUS_ID
J16080017-3902595,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16080017-3902595,2018.1.00126.S,7,346.86,348.74,J=8-7,347.331,0.761,uid://A001/X133d/X715
J16081497-3857145,2018.1.01054.S,6,216.5,218.49,J=5-4,217.10498,0.021,uid://A001/X133d/X2929
J16081497-3857145,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.174,uid://A001/X2fb/X390
J16081566-2222199,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.296,uid://A001/X122/X551
J16082324-1930009,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.506,uid://A001/X74/X186
J16082324-1930009,2021.1.00128.L,6,217.06,218.93,J=5-4,217.10498,0.256,uid://A001/X1590/X3322
J16082324-1930009,2021.1.00128.L,6,217.06,218.93,J=5-4,217.10498,1.135,uid://A001/X1590/X3324
J16082324-1930009,2022.1.00646.S,6,217.06,218.93,J=5-4,217.10498,0.256,uid://A001/X2d20/X2330
J16082324-1930009,2022.1.00646.S,6,217.06,218.93,J=5-4,217.10498,0.036,uid://A001/X2d20/X232e
J16082751-1949047,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.463,uid://A001/X74/X186
J160828.1-391310,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16083070-3828268,2018.1.00689.S,6,216.01,217.99,J=5-4,217.10498,0.02,uid://A001/X133d/X13ef
J16083070-3828268,2018.1.00689.S,6,216.01,217.99,J=5-4,217.10498,0.111,uid://A001/X133d/X13f1
J16083070-3828268,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.179,uid://A001/X2fb/X390
J16083070-3828268,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.003,uid://A001/X3645/X22c
J16084940-3905393,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.81,uid://A001/X2fe/Xc11
J16084940-3905393,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.803,uid://A001/X2fe/Xc11
J16084940-3905393,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.744,uid://A001/X2fe/Xc0d
J16084940-3905393,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.743,uid://A001/X2fe/Xc0d
J16084940-3905393,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.809,uid://A001/X2fe/Xc11
J16084940-3905393,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16084940-3905393,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16084940-3905393,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16084940-3905393,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16084940-3905393,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16084940-3905393,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
J16084940-3905393,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
J16084940-3905393,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.176,uid://A001/X2fb/X390
J16084940-3905393,2018.1.00126.S,7,346.86,348.74,J=8-7,347.331,0.761,uid://A001/X133d/X715
J16084940-3905393,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,0.995,uid://A001/X3645/X22c
J16084940-3905393,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,0.993,uid://A001/X3645/X22c
J16084940-3905393,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.006,uid://A001/X3645/X22c
J16084940-3905393,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,1.008,uid://A001/X3645/X22c
J16085324-3914401,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.013,uid://A001/X335d/X129
J16085324-3914401,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16085324-3914401,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16085324-3914401,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16085324-3914401,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.176,uid://A001/X2fb/X390
J16085324-3914401,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,0.995,uid://A001/X3645/X22c
J16085373-3914367,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.746,uid://A001/X2fe/Xc0d
J16085373-3914367,2022.1.00828.S,7,347.14,349.01,J=8-7,347.331,0.013,uid://A001/X335d/X129
J16085373-3914367,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16085373-3914367,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16085373-3914367,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16085373-3914367,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.176,uid://A001/X2fb/X390
J16085373-3914367,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,0.995,uid://A001/X3645/X22c
J16085529-3848481,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
J16090002-1908368,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.505,uid://A001/X74/X186
J16090002-1908368,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.464,uid://A001/X74/X186
J16090002-1908368,2021.1.00128.L,6,217.06,218.93,J=5-4,217.10498,1.135,uid://A001/X1590/X3324
J16090002-1908368,2021.1.00128.L,6,217.06,218.93,J=5-4,217.10498,0.256,uid://A001/X1590/X3322
J16090075-1908526,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.505,uid://A001/X74/X186
J16090075-1908526,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.464,uid://A001/X74/X186
J16090075-1908526,2021.1.00128.L,6,217.06,218.93,J=5-4,217.10498,1.135,uid://A001/X1590/X3324
J16090075-1908526,2021.1.00128.L,6,217.06,218.93,J=5-4,217.10498,0.256,uid://A001/X1590/X3322
J16090141-3925119,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
J16090141-3925119,2018.1.01054.S,6,216.5,218.49,J=5-4,217.10498,0.021,uid://A001/X133d/X2929
J16090141-3925119,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.897,uid://A001/X3645/X230
J16092697-3836269,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.033,uid://A001/X2d1f/X964
J16092697-3836269,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.178,uid://A001/X2fb/X390
J16092697-3836269,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.893,uid://A001/X3645/X230
J16095361-1754474,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.298,uid://A001/X122/X54d
J16095628-3859518,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16095628-3859518,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.895,uid://A001/X3645/X230
J16100133-3906449,2015.1.00512.S,6,216.06,217.93,J=5-4,217.10498,0.745,uid://A001/X2fe/Xc0d
J16100133-3906449,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.18,uid://A001/X2fb/X390
J16101857-3836125,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
J16101857-3836125,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.172,uid://A001/X2fb/X390
J16101984-3836065,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.175,uid://A001/X2fb/X390
J16101984-3836065,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.172,uid://A001/X2fb/X390
J16102955-3922144,2016.1.01141.S,6,216.85,217.35,J=5-4,217.10498,25.982,uid://A001/X886/X214
J16102955-3922144,2016.1.01141.S,6,216.85,217.35,J=5-4,217.10498,5.655,uid://A001/X886/X210
J16102955-3922144,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.173,uid://A001/X2fb/X390
J16102955-3922144,2023.1.01106.S,1,42.16,44.04,J=1-0,43.423864,0.897,uid://A001/X3645/X230
J16104636-1840598,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.299,uid://A001/X122/X54d
J16111330-2019029,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.299,uid://A001/X122/X54d
J16123916-1859284,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.299,uid://A001/X122/X54d
J16124373-3815031,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.03,uid://A001/X2d1f/X961
J16124373-3815031,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.18,uid://A001/X2fb/X390
J16124373-3815031,2023.1.01106.S,1,42.11,44.1,J=1-0,43.423864,0.994,uid://A001/X3645/X22c
J16133650-2503473,2013.1.00395.S,7,347.11,349.1,J=8-7,347.331,0.305,uid://A001/X12e/X1ba
J16134410-3736462,2022.1.00154.S,6,217.0,218.99,J=5-4,217.10498,0.03,uid://A001/X2d1f/X961
J16134410-3736462,2015.1.00222.S,6,215.55,217.42,J=5-4,217.10498,0.178,uid://A001/X2fb/X390
J16135434-2320342,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.295,uid://A001/X122/X551
J16141107-2305362,2011.0.00526.S,7,346.73,348.61,J=8-7,347.331,0.482,uid://A001/X74/X186
J16143367-1900133,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.299,uid://A001/X122/X54d
J16154416-1921171,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.299,uid://A001/X122/X54d
J16181904-2028479,2013.1.00395.S,7,347.12,349.1,J=8-7,347.331,0.296,uid://A001/X122/X551
J162435.2-242620,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.705,uid://A001/X87d/X2a2
J162459.8-245601,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.167,uid://A001/X87d/X29e
J162459.8-245601,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162502.1-245932,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.154,uid://A001/X87d/X29e
J162502.1-245932,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162506.2-244657,2016.1.00545.S,6,217.01,218.99,J=5-4,217.10498,0.701,uid://A001/X87d/X2a2
J162522.1-241751,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.701,uid://A001/X87d/X2a2
J162524.3-242944,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162524.3-242944,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.166,uid://A001/X87d/X29e
J162535.5-243210,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.698,uid://A001/X87d/X2a2
J162536.7-241542,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162536.7-241542,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.166,uid://A001/X87d/X29e
J162539.6-242635,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162539.6-242635,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.167,uid://A001/X87d/X29e
J162556.1-242048,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162556.1-242048,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.09,uid://A001/X1465/X13c
J162556.1-242048,2023.1.00265.S,1,42.16,44.04,J=1-0,43.423864,5.993,uid://A001/X3646/X23e
J162556.1-242048,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162556.1-242048,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162604.6-241751,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.694,uid://A001/X87d/X2a2
J162604.6-241751,2023.1.00265.S,1,42.16,44.04,J=1-0,43.423864,5.993,uid://A001/X3646/X23e
J162610.3-242055,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162610.3-242055,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162610.3-242055,2016.1.00336.S,6,215.5,217.48,J=5-4,217.10498,0.102,uid://A001/X87d/X4a8
J162610.3-242055,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162610.3-242055,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.273,uid://A001/X892/X5e
J162610.3-242055,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.1,uid://A001/X892/X5c
J162610.3-242055,2023.1.00265.S,1,42.16,44.04,J=1-0,43.423864,5.993,uid://A001/X3646/X23e
J162610.3-242055,2018.1.00028.S,6,216.01,217.99,J=5-4,217.10498,0.021,uid://A001/X133d/X4d4
J162610.3-242055,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162610.3-242055,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162610.3-242055,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162610.3-242055,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162610.3-242055,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162610.3-242055,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162616.8-242223,2012.1.00707.S,6,216.87,217.34,J=5-4,217.10498,0.444,uid://A002/X684eb5/X190
J162616.8-242223,2013.1.00448.S,8,389.6,391.59,J=9-8,390.72873,0.268,uid://A001/X21f/Xc1
J162616.8-242223,2013.1.00937.S,6,215.2,217.18,J=5-4,217.10498,0.561,uid://A001/X144/X189
J162616.8-242223,2013.1.00839.S,6,217.09,219.01,J=5-4,217.10498,5.23,uid://A001/X133/Xd
J162616.8-242223,2013.1.00839.S,6,217.06,219.05,J=5-4,217.10498,0.9,uid://A001/X133/Xb
J162616.8-242223,2016.1.00319.S,6,216.0,218.0,J=5-4,217.10498,26.685,uid://A001/X88e/X16f
J162616.8-242223,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,26.685,uid://A001/X88e/X16f
J162616.8-242223,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,5.249,uid://A001/X88e/X16b
J162616.8-242223,2016.1.00319.S,6,216.0,218.0,J=5-4,217.10498,5.249,uid://A001/X88e/X16b
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162616.8-242223,2016.1.00319.S,6,216.06,217.93,J=5-4,217.10498,1.385,uid://A001/X88e/X169
J162616.8-242223,2016.1.00319.S,6,217.07,217.13,J=5-4,217.10498,1.385,uid://A001/X88e/X169
J162616.8-242223,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.273,uid://A001/X892/X5e
J162616.8-242223,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.1,uid://A001/X892/X5c
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162616.8-242223,2016.1.00336.S,6,215.5,217.48,J=5-4,217.10498,0.102,uid://A001/X87d/X4a8
J162616.8-242223,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162616.8-242223,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.013,uid://A001/X12a3/X7b2
J162616.8-242223,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.015,uid://A001/X12a3/X7b2
J162616.8-242223,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.012,uid://A001/X12a3/X7b2
J162616.8-242223,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162616.8-242223,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.364,uid://A001/X1288/X171
J162616.8-242223,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,0.386,uid://A001/X1354/X21a
J162616.8-242223,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,1.188,uid://A001/X1354/X21c
J162616.8-242223,2018.1.01205.L,6,217.07,217.13,J=5-4,217.10498,4.28,uid://A001/X1354/X21e
J162616.8-242223,2018.1.00028.S,6,216.01,217.99,J=5-4,217.10498,0.021,uid://A001/X133d/X4d4
J162616.8-242223,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162616.8-242223,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.088,uid://A001/X1465/X13c
J162616.8-242223,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162616.8-242223,2019.1.00261.L,6,216.81,218.68,J=5-4,217.10498,0.035,uid://A001/X146c/X285
J162616.8-242223,2019.A.00034.S,6,216.81,218.68,J=5-4,217.10498,0.33,uid://A001/X1527/X3e3
J162616.8-242223,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.336,uid://A001/X3577/X4a
J162616.8-242223,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,5.184,uid://A001/X3577/X9d
J162616.8-242223,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162616.8-242223,2022.1.00131.S,6,217.07,217.13,J=5-4,217.10498,25.776,uid://A001/X3577/X4c
J162616.8-242223,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162616.8-242223,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162616.8-242223,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162616.8-242223,2023.1.00265.S,1,42.16,44.04,J=1-0,43.423864,5.993,uid://A001/X3646/X23e
J162616.8-242223,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.521,uid://A001/X3621/X29a7
J162616.8-242223,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.515,uid://A001/X3621/X29a7
J162616.8-242223,2023.1.00545.S,6,216.81,218.68,J=5-4,217.10498,0.517,uid://A001/X3621/X29a7
J162617.1-242021,2022.1.01734.S,3,86.05,87.92,J=2-1,86.84696,0.057,uid://A001/X2d1f/X1a
J162617.1-242021,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162617.1-242021,2016.1.00336.S,6,215.5,217.48,J=5-4,217.10498,0.102,uid://A001/X87d/X4a8
J162617.1-242021,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162617.1-242021,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.273,uid://A001/X892/X5e
J162617.1-242021,2016.1.01042.S,6,216.01,217.99,J=5-4,217.10498,0.1,uid://A001/X892/X5c
J162617.1-242021,2023.1.00265.S,1,42.16,44.04,J=1-0,43.423864,5.993,uid://A001/X3646/X23e
J162617.1-242021,2018.1.00028.S,6,216.01,217.99,J=5-4,217.10498,0.021,uid://A001/X133d/X4d4
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.152,uid://A001/X87d/X29e
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162617.1-242021,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.168,uid://A001/X87d/X29e
J162618.1-243033,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162618.1-243033,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.689,uid://A001/X87d/X2a2
J162618.1-243033,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.693,uid://A001/X87d/X2a2
J162618.1-243033,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162618.1-243033,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162618.6-242951,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
J162618.6-242951,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.689,uid://A001/X87d/X2a2
J162618.6-242951,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.693,uid://A001/X87d/X2a2
J162618.6-242951,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162618.6-242951,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162618.6-242951,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162618.6-242951,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162618.6-242951,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162618.8-242610,2013.1.00839.S,6,217.09,219.01,J=5-4,217.10498,5.23,uid://A001/X133/Xd
J162618.8-242610,2013.1.00839.S,6,217.06,219.05,J=5-4,217.10498,0.9,uid://A001/X133/Xb
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.184,uid://A001/X87d/X29c
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.183,uid://A001/X87d/X29c
J162618.8-242610,2016.1.01468.S,3,85.06,86.94,J=2-1,86.84696,0.748,uid://A001/X879/X3c6
J162618.8-242610,2016.1.01468.S,3,85.06,86.94,J=2-1,86.84696,3.237,uid://A001/X879/X3c8
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.17,uid://A001/X87d/X29e
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,1.169,uid://A001/X87d/X29e
J162618.8-242610,2016.1.00761.S,6,216.56,218.44,J=5-4,217.10498,0.188,uid://A001/X879/X65d
J162618.8-242610,2016.1.00761.S,6,216.56,218.44,J=5-4,217.10498,0.188,uid://A001/X879/X65d
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.69,uid://A001/X87d/X2a2
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162618.8-242610,2016.1.00545.S,6,217.0,218.99,J=5-4,217.10498,0.687,uid://A001/X87d/X2a2
J162618.8-242610,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162618.8-242610,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.014,uid://A001/X12a3/X7b2
J162618.8-242610,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.015,uid://A001/X12a3/X7b2
J162618.8-242610,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.016,uid://A001/X12a3/X7b2
J162618.8-242610,2017.1.00107.S,3,86.0,88.0,J=2-1,86.84696,1.012,uid://A001/X12a3/X7b2
J162618.8-242610,2017.1.01243.S,7,346.85,348.73,J=8-7,347.331,0.364,uid://A001/X1288/X171
J162618.8-242610,2018.1.00028.S,6,216.0,217.99,J=5-4,217.10498,0.025,uid://A001/X133d/X4c8
J162618.8-242610,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162618.8-242610,2019.1.01792.S,6,217.07,217.13,J=5-4,217.10498,1.089,uid://A001/X1465/X13c
J162618.8-242610,2019.1.00328.S,6,217.07,217.13,J=5-4,217.10498,0.106,uid://A001/X1469/X2d4
J162618.8-242610,2022.1.01734.S,3,85.98,87.96,J=2-1,86.84696,1.042,uid://A001/X2d1f/X21
